crime_type,agency_name,county,state,state_name,latitude,longitude,age 0-9,age 10-19,age 20-29,age 30-39,age 40-49,age 50-59,age 60-69,age 70-79,age 80-89,age 90-Older,age Unknown,total_crimes
violent-crime,Lawrence County Sheriff's Office,LAWRENCE,SD,South Dakota,44.353669000000004,-103.79652800000001,0,1,3,0,0,0,0,0,0,0,0,4
property-crime,Aurora County Sheriff's Office,AURORA,SD,South Dakota,43.724719,-98.577587,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Aurora County Sheriff's Office,AURORA,SD,South Dakota,43.724719,-98.577587,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Whitewood Police Department,LAWRENCE,SD,South Dakota,44.353669000000004,-103.79652800000001,0,1,2,0,0,0,0,0,0,0,0,3
violent-crime,Whitewood Police Department,LAWRENCE,SD,South Dakota,44.353669000000004,-103.79652800000001,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Winner Police Department,TRIPP,SD,South Dakota,43.349728999999996,-99.87621899999999,0,9,13,13,1,0,0,1,0,0,0,37
violent-crime,Winner Police Department,TRIPP,SD,South Dakota,43.349728999999996,-99.87621899999999,0,1,7,4,2,0,0,0,0,0,0,14
property-crime,Aberdeen Police Department,BROWN,SD,South Dakota,45.589254,-98.352175,7,131,178,110,51,26,7,2,0,0,0,512
violent-crime,Aberdeen Police Department,BROWN,SD,South Dakota,45.589254,-98.352175,0,23,47,29,10,2,0,0,0,0,0,111
violent-crime,Edmunds County Sheriff's Office,EDMUNDS,SD,South Dakota,45.41168,-99.205362,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Hamlin County Sheriff's Office,HAMLIN,SD,South Dakota,44.680619,-97.178598,0,0,1,0,0,0,0,0,0,0,0,1
violent-crime,Hamlin County Sheriff's Office,HAMLIN,SD,South Dakota,44.680619,-97.178598,0,0,2,1,0,2,0,0,0,0,0,5
violent-crime,Division of Criminal Investigation,HUGHES,SD,South Dakota,44.366108000000004,-100.34644,0,0,2,1,1,0,0,0,0,0,0,4
property-crime,Perkins County Sheriff's Office,PERKINS,SD,South Dakota,45.483387,-102.467995,0,3,4,3,0,0,0,0,1,0,0,11
violent-crime,Perkins County Sheriff's Office,PERKINS,SD,South Dakota,45.483387,-102.467995,0,1,1,1,0,1,1,0,0,0,0,5
property-crime,Custer County Sheriff's Office,CUSTER,SD,South Dakota,43.684943,-103.46225,0,7,1,3,1,2,1,0,0,0,0,15
violent-crime,Custer County Sheriff's Office,CUSTER,SD,South Dakota,43.684943,-103.46225,0,2,3,1,2,1,0,0,0,0,0,9
property-crime,Wagner Police Department,CHARLES MIX,SD,South Dakota,43.206185,-98.59514300000001,0,7,2,3,2,1,0,0,0,0,0,15
violent-crime,Wagner Police Department,CHARLES MIX,SD,South Dakota,43.206185,-98.59514300000001,0,1,2,3,0,0,0,0,0,0,0,6
property-crime,Sully County Sheriff's Office,SULLY,SD,South Dakota,44.722325,-100.131399,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Sully County Sheriff's Office,SULLY,SD,South Dakota,44.722325,-100.131399,0,0,0,0,1,1,0,0,0,0,0,2
violent-crime,Parkston Police Department,HUTCHINSON,SD,South Dakota,43.33671,-97.749383,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Meade County Sheriff's Office,MEADE,SD,South Dakota,44.414597,-103.5156,0,31,15,10,5,4,3,0,0,0,4,72
violent-crime,Meade County Sheriff's Office,MEADE,SD,South Dakota,44.414597,-103.5156,0,4,10,11,4,2,0,0,0,0,0,31
property-crime,Bennett County Sheriff's Office,BENNETT,SD,South Dakota,43.187018,-101.67743399999999,0,3,1,1,0,0,0,0,0,0,0,5
violent-crime,Bennett County Sheriff's Office,BENNETT,SD,South Dakota,43.187018,-101.67743399999999,0,1,1,3,0,0,0,0,0,0,0,5
property-crime,South Dakota State University,BROOKINGS,SD,South Dakota,44.376675,-96.797797,0,10,10,0,0,0,0,0,0,0,0,20
violent-crime,South Dakota State University,BROOKINGS,SD,South Dakota,44.376675,-96.797797,0,2,0,0,0,0,0,0,0,0,0,2
property-crime,Clark Police Department,CLARK,SD,South Dakota,44.877926,-97.7333,0,0,3,1,1,1,0,0,0,0,0,6
property-crime,Sanborn County Sheriff's Office,SANBORN,SD,South Dakota,44.021032,-98.092105,0,5,2,0,1,0,0,0,0,0,7,15
violent-crime,Sanborn County Sheriff's Office,SANBORN,SD,South Dakota,44.021032,-98.092105,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Dewey County Sheriff's Office,DEWEY,SD,South Dakota,45.150005,-100.85221800000001,0,1,1,0,0,0,0,0,0,0,0,2
violent-crime,Dewey County Sheriff's Office,DEWEY,SD,South Dakota,45.150005,-100.85221800000001,0,0,0,0,0,0,0,0,0,0,1,1
property-crime,Bon Homme County Sheriff's Office,BON HOMME,SD,South Dakota,42.986031,-97.885613,0,12,1,0,0,1,0,0,0,0,0,14
violent-crime,Bon Homme County Sheriff's Office,BON HOMME,SD,South Dakota,42.986031,-97.885613,0,0,1,0,1,0,0,0,0,0,0,2
property-crime,Union County Sheriff's Office,UNION,SD,South Dakota,42.685677,-96.683464,0,5,1,6,6,9,1,0,1,0,0,29
violent-crime,Union County Sheriff's Office,UNION,SD,South Dakota,42.685677,-96.683464,0,1,1,1,1,0,0,0,0,0,0,4
property-crime,Flandreau Police Department,MOODY,SD,South Dakota,44.012429,-96.67605400000001,1,24,7,8,1,5,1,0,0,0,0,47
violent-crime,Flandreau Police Department,MOODY,SD,South Dakota,44.012429,-96.67605400000001,0,4,7,9,1,1,0,0,0,0,0,22
property-crime,Canton Police Department,LINCOLN,SD,South Dakota,43.30186,-96.589,0,13,4,5,3,0,0,0,0,0,0,25
violent-crime,Canton Police Department,LINCOLN,SD,South Dakota,43.30186,-96.589,0,1,2,1,1,1,0,0,0,0,0,6
property-crime,Kadoka Police Department,JACKSON,SD,South Dakota,43.677506,-101.626323,0,3,2,0,0,1,0,0,0,0,0,6
property-crime,Spink County Sheriff's Office,SPINK,SD,South Dakota,44.87575,-98.51494,0,5,5,6,2,0,0,0,0,0,0,18
violent-crime,Spink County Sheriff's Office,SPINK,SD,South Dakota,44.87575,-98.51494,0,0,1,0,1,0,0,0,1,0,0,3
property-crime,Codington County Sheriff's Office,CODINGTON,SD,South Dakota,44.899246000000005,-97.11475,0,2,4,3,0,0,0,0,0,0,0,9
violent-crime,Codington County Sheriff's Office,CODINGTON,SD,South Dakota,44.899246000000005,-97.11475,0,1,3,0,1,0,0,0,0,0,0,5
property-crime,Centerville Police Department,TURNER,SD,South Dakota,43.30867,-97.150185,0,2,1,0,0,0,0,0,0,0,0,3
violent-crime,Centerville Police Department,TURNER,SD,South Dakota,43.30867,-97.150185,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Potter County Sheriff's Office,POTTER,SD,South Dakota,45.010296000000004,-99.95565,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Spearfish Police Department,LAWRENCE,SD,South Dakota,44.489025,-103.8603,2,78,69,46,12,15,10,1,0,2,1,236
violent-crime,Spearfish Police Department,LAWRENCE,SD,South Dakota,44.489025,-103.8603,0,18,13,9,2,1,1,1,0,0,0,45
property-crime,Campbell County Sheriff's Office,CAMPBELL,SD,South Dakota,45.782241,-100.027951,0,0,0,0,1,0,0,0,0,0,0,1
violent-crime,Campbell County Sheriff's Office,CAMPBELL,SD,South Dakota,45.782241,-100.027951,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Tripp County Sheriff's Office,TRIPP,SD,South Dakota,43.349728999999996,-99.87621899999999,0,2,1,0,0,0,0,0,0,0,0,3
violent-crime,Tripp County Sheriff's Office,TRIPP,SD,South Dakota,43.349728999999996,-99.87621899999999,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Jerauld County Sheriff's Office,JERAULD,SD,South Dakota,44.063416,-98.623188,0,0,5,1,1,0,0,0,0,0,0,7
violent-crime,Jerauld County Sheriff's Office,JERAULD,SD,South Dakota,44.063416,-98.623188,0,0,1,1,0,1,0,0,0,0,0,3
property-crime,Minnehaha County Sheriff's Office,MINNEHAHA,SD,South Dakota,43.553837,-96.73019000000001,0,75,35,52,30,14,1,2,0,0,4,213
violent-crime,Minnehaha County Sheriff's Office,MINNEHAHA,SD,South Dakota,43.553837,-96.73019000000001,0,11,15,14,3,2,0,0,1,0,0,46
property-crime,McPherson County Sheriff's Office,MCPHERSON,SD,South Dakota,45.784248999999996,-99.211421,0,4,28,8,0,0,0,0,0,0,0,40
violent-crime,McPherson County Sheriff's Office,MCPHERSON,SD,South Dakota,45.784248999999996,-99.211421,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Deuel County Sheriff's Office,DEUEL,SD,South Dakota,44.75629,-96.690239,0,0,0,0,0,2,0,0,0,0,0,2
violent-crime,Deuel County Sheriff's Office,DEUEL,SD,South Dakota,44.75629,-96.690239,0,3,0,0,1,0,1,0,0,0,0,5
property-crime,Harding County Sheriff's Office,HARDING,SD,South Dakota,45.596612,-103.473867,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Harding County Sheriff's Office,HARDING,SD,South Dakota,45.596612,-103.473867,0,0,2,0,0,0,0,0,0,0,0,2
property-crime,Brown County Sheriff's Office,BROWN,SD,South Dakota,45.464905,-98.48595999999999,0,2,8,11,2,1,0,0,0,0,0,24
violent-crime,Brown County Sheriff's Office,BROWN,SD,South Dakota,45.464905,-98.48595999999999,0,0,2,1,1,0,0,0,0,0,0,4
property-crime,Miller Police Department,HAND,SD,South Dakota,44.546713000000004,-99.004575,0,0,0,0,0,0,0,0,0,0,0,0
property-crime,Sturgis Police Department,MEADE,SD,South Dakota,44.414597,-103.5156,0,48,24,7,9,8,3,0,0,0,0,99
violent-crime,Sturgis Police Department,MEADE,SD,South Dakota,44.414597,-103.5156,0,7,4,2,1,5,0,1,0,0,0,20
property-crime,North Sioux City Police Department,UNION,SD,South Dakota,42.831106,-96.650829,0,3,2,3,3,1,0,0,0,0,0,12
violent-crime,North Sioux City Police Department,UNION,SD,South Dakota,42.831106,-96.650829,0,0,0,0,0,0,0,0,0,0,0,0
violent-crime,Kingsbury County Sheriff's Office,KINGSBURY,SD,South Dakota,44.362969,-97.499313,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Box Elder Police Department,MEADE; PENNINGTON,SD,South Dakota,44.002349,-102.823801,0,21,46,23,7,5,4,0,0,0,2,108
violent-crime,Box Elder Police Department,MEADE; PENNINGTON,SD,South Dakota,44.002349,-102.823801,0,4,11,5,3,0,1,0,0,0,0,24
property-crime,Martin Police Department,BENNETT,SD,South Dakota,43.187018,-101.67743399999999,1,34,20,12,10,5,1,0,0,0,0,83
violent-crime,Martin Police Department,BENNETT,SD,South Dakota,43.187018,-101.67743399999999,0,2,7,7,7,3,1,0,0,0,0,27
property-crime,Clark County Sheriff's Office,CLARK,SD,South Dakota,44.855211,-97.724912,0,0,1,3,0,0,0,0,0,0,0,4
property-crime,Spencer Police Department,MARATHON,WI,Wisconsin,44.898036,-89.757823,0,7,0,1,3,1,0,0,0,0,0,12
violent-crime,Spencer Police Department,MARATHON,WI,Wisconsin,44.898036,-89.757823,1,3,2,1,2,0,0,0,0,0,0,9
property-crime,River Hills Police Department,MILWAUKEE,WI,Wisconsin,43.163395,-87.91627,0,0,1,0,1,0,0,0,0,0,2,4
property-crime,Iowa County Sheriff's Office,IOWA,WI,Wisconsin,42.972805,-90.132835,0,5,9,13,3,2,0,0,0,0,0,32
violent-crime,Iowa County Sheriff's Office,IOWA,WI,Wisconsin,42.972805,-90.132835,0,5,7,6,3,4,0,0,0,0,0,25
property-crime,Oconomowoc Police Department,WAUKESHA,WI,Wisconsin,43.110615,-88.497345,0,48,21,22,10,8,3,0,0,0,1,113
violent-crime,Oconomowoc Police Department,WAUKESHA,WI,Wisconsin,43.110615,-88.497345,0,1,1,1,1,0,0,0,0,0,0,4
property-crime,St. Croix County Sheriff's Office,ST CROIX,WI,Wisconsin,45.028959,-92.447284,0,13,50,36,11,6,5,1,0,2,0,124
violent-crime,St. Croix County Sheriff's Office,ST CROIX,WI,Wisconsin,45.028959,-92.447284,0,2,12,15,9,2,1,0,0,0,0,41
property-crime,New Holstein Police Department,CALUMET,WI,Wisconsin,43.95118,-88.09576,0,3,1,1,1,2,0,0,0,0,0,8
violent-crime,New Holstein Police Department,CALUMET,WI,Wisconsin,43.95118,-88.09576,0,1,6,4,0,0,0,0,0,0,0,11
property-crime,Hudson Police Department,ST CROIX,WI,Wisconsin,45.028959,-92.447284,3,53,68,47,23,22,5,0,3,0,0,224
violent-crime,Hudson Police Department,ST CROIX,WI,Wisconsin,45.028959,-92.447284,0,6,8,4,0,0,0,0,0,0,1,19
property-crime,Neshkoro Police Department,MARQUETTE,WI,Wisconsin,43.826053,-89.409095,0,0,2,1,0,0,0,0,0,0,1,4
property-crime,Ashwaubenon Police Department,BROWN,WI,Wisconsin,44.473960999999996,-87.995926,0,241,192,111,61,20,5,2,0,0,47,679
violent-crime,Ashwaubenon Police Department,BROWN,WI,Wisconsin,44.473960999999996,-87.995926,0,6,4,5,3,2,0,0,0,0,1,21
property-crime,McFarland Police Department,DANE,WI,Wisconsin,43.067468,-89.417852,0,22,22,21,3,4,0,0,0,0,0,72
violent-crime,McFarland Police Department,DANE,WI,Wisconsin,43.067468,-89.417852,0,0,4,4,1,0,0,0,0,0,1,10
property-crime,Adams Police Department,ADAMS,WI,Wisconsin,43.973763,-89.767223,0,12,11,18,13,8,3,2,1,0,0,68
violent-crime,Adams Police Department,ADAMS,WI,Wisconsin,43.973763,-89.767223,0,8,3,5,1,0,0,0,0,0,0,17
property-crime,Milwaukee County Sheriff's Office,MILWAUKEE,WI,Wisconsin,43.043903,-87.901726,0,7,29,14,9,1,3,0,0,0,5,68
violent-crime,Milwaukee County Sheriff's Office,MILWAUKEE,WI,Wisconsin,43.043903,-87.901726,0,17,19,3,5,1,1,0,0,0,1,47
property-crime,La Crosse Police Department,LA CROSSE,WI,Wisconsin,43.908221999999995,-91.111758,4,227,418,336,130,88,33,3,0,0,119,1358
violent-crime,La Crosse Police Department,LA CROSSE,WI,Wisconsin,43.908221999999995,-91.111758,1,48,60,34,16,6,3,0,0,0,34,202
property-crime,Clark County Sheriff's Office,CLARK,WI,Wisconsin,44.560364,-90.59476,0,15,8,13,7,5,1,0,0,0,37,86
violent-crime,Clark County Sheriff's Office,CLARK,WI,Wisconsin,44.560364,-90.59476,0,0,4,3,1,2,0,0,0,0,0,10
property-crime,Cottage Grove Police Department,DANE,WI,Wisconsin,43.065006,-89.19724000000001,0,8,5,0,0,1,0,0,0,0,2,16
violent-crime,Cottage Grove Police Department,DANE,WI,Wisconsin,43.065006,-89.19724000000001,0,2,1,1,2,3,0,0,0,0,0,9
property-crime,Chilton Police Department,CALUMET,WI,Wisconsin,44.029293,-88.16405,0,7,7,6,1,1,0,0,0,0,0,22
violent-crime,Chilton Police Department,CALUMET,WI,Wisconsin,44.029293,-88.16405,0,1,2,3,2,0,0,0,0,0,0,8
property-crime,Oak Creek Police Department,MILWAUKEE,WI,Wisconsin,42.871998,-87.9091,0,114,157,150,89,58,16,3,2,0,26,615
violent-crime,Oak Creek Police Department,MILWAUKEE,WI,Wisconsin,42.871998,-87.9091,0,5,16,11,7,2,4,0,0,0,0,45
property-crime,Menomonie Police Department,DUNN,WI,Wisconsin,44.947741,-91.89771999999999,1,33,90,59,25,14,5,1,0,0,17,245
violent-crime,Menomonie Police Department,DUNN,WI,Wisconsin,44.947741,-91.89771999999999,0,10,28,3,3,2,1,0,0,0,4,51
property-crime,Chippewa County Sheriff's Office,CHIPPEWA,WI,Wisconsin,44.9403,-91.395706,0,60,52,52,23,15,9,1,0,0,19,231
violent-crime,Chippewa County Sheriff's Office,CHIPPEWA,WI,Wisconsin,44.9403,-91.395706,0,10,11,10,6,1,0,1,0,0,0,39
property-crime,Vilas County Sheriff's Office,VILAS,WI,Wisconsin,45.919487,-89.24954,0,5,12,13,7,14,0,1,0,0,0,52
property-crime,Oxford Police Department,MARQUETTE,WI,Wisconsin,43.826053,-89.409095,0,0,3,3,0,3,0,0,0,0,0,9
property-crime,Rome Town Police Department,ADAMS,WI,Wisconsin,44.22072,-89.80920400000001,0,2,4,3,4,1,1,0,0,0,0,15
violent-crime,Rome Town Police Department,ADAMS,WI,Wisconsin,44.22072,-89.80920400000001,0,2,0,0,1,1,0,0,0,0,0,4
property-crime,La Crosse County Sheriff's Office,LA CROSSE,WI,Wisconsin,43.81452,-91.25081999999999,0,16,31,53,10,3,3,1,0,0,0,117
violent-crime,La Crosse County Sheriff's Office,LA CROSSE,WI,Wisconsin,43.81452,-91.25081999999999,0,3,6,7,4,3,1,0,0,0,0,24
property-crime,Seymour Police Department,OUTAGAMIE,WI,Wisconsin,44.51405,-88.330124,1,15,0,1,1,1,0,0,0,0,0,19
violent-crime,Seymour Police Department,OUTAGAMIE,WI,Wisconsin,44.51405,-88.330124,1,2,0,0,0,0,0,0,0,0,1,4
property-crime,Edgerton Police Department,DANE; ROCK,WI,Wisconsin,42.669931,-89.075119,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Waterloo Police Department,JEFFERSON,WI,Wisconsin,43.184437,-88.99039499999999,0,6,3,5,2,3,2,0,0,0,0,21
violent-crime,Waterloo Police Department,JEFFERSON,WI,Wisconsin,43.184437,-88.99039499999999,0,0,2,1,0,3,0,0,0,0,0,6
property-crime,Kewaunee Police Department,KEWAUNEE,WI,Wisconsin,44.458298,-87.49991,0,7,3,3,3,0,1,0,0,0,0,17
property-crime,University of Wisconsin: Whitewater,WALWORTH,WI,Wisconsin,42.66811,-88.541731,0,13,7,0,0,0,0,0,0,0,0,20
violent-crime,University of Wisconsin: Whitewater,WALWORTH,WI,Wisconsin,42.66811,-88.541731,0,3,2,0,0,0,0,0,0,0,0,5
property-crime,Rusk County Sheriff's Office,RUSK,WI,Wisconsin,45.464275,-91.098045,0,17,16,5,6,0,0,0,0,0,9,53
violent-crime,Rusk County Sheriff's Office,RUSK,WI,Wisconsin,45.464275,-91.098045,0,4,13,3,1,2,0,0,0,0,0,23
property-crime,Endeavor Police Department,MARQUETTE,WI,Wisconsin,43.826053,-89.409095,0,0,0,0,1,0,0,0,0,0,0,1
property-crime,Cuba City Police Department,LAFAYETTE; GRANT,WI,Wisconsin,42.60737,-90.43078,0,0,0,1,0,0,0,0,0,0,0,1
violent-crime,Cuba City Police Department,LAFAYETTE; GRANT,WI,Wisconsin,42.60737,-90.43078,0,0,0,1,0,0,0,0,0,0,0,1
property-crime,Chippewa Falls Police Department,CHIPPEWA,WI,Wisconsin,45.069092,-91.283505,3,67,45,37,20,7,5,1,0,0,34,219
violent-crime,Chippewa Falls Police Department,CHIPPEWA,WI,Wisconsin,45.069092,-91.283505,0,8,15,16,3,0,1,0,0,0,0,43
property-crime,Maple Bluff Police Department,DANE,WI,Wisconsin,43.109516,-89.36419000000001,0,3,14,3,0,0,0,0,0,0,0,20
violent-crime,Maple Bluff Police Department,DANE,WI,Wisconsin,43.109516,-89.36419000000001,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Mayville Police Department,DODGE,WI,Wisconsin,43.422706,-88.704379,2,7,11,15,7,4,2,0,0,0,7,55
violent-crime,Mayville Police Department,DODGE,WI,Wisconsin,43.422706,-88.704379,0,3,4,4,1,0,0,0,0,0,0,12
property-crime,West Salem Police Department,LA CROSSE,WI,Wisconsin,43.908221999999995,-91.111758,0,3,6,4,1,1,0,0,0,0,0,15
violent-crime,West Salem Police Department,LA CROSSE,WI,Wisconsin,43.908221999999995,-91.111758,0,1,0,4,2,1,0,0,0,0,0,8
property-crime,Shiocton Police Department,OUTAGAMIE,WI,Wisconsin,44.418226000000004,-88.464988,0,5,5,2,0,1,0,0,0,0,0,13
property-crime,Palmyra Police Department,JEFFERSON,WI,Wisconsin,43.013807,-88.773985,0,3,5,2,2,1,2,0,0,0,0,15
violent-crime,Palmyra Police Department,JEFFERSON,WI,Wisconsin,43.013807,-88.773985,0,1,0,0,0,0,0,0,0,0,0,1
property-crime,Brillion Police Department,CALUMET,WI,Wisconsin,44.17731,-88.06336999999999,0,12,1,5,0,0,1,0,0,0,0,19
violent-crime,Brillion Police Department,CALUMET,WI,Wisconsin,44.17731,-88.06336999999999,0,0,2,0,0,0,0,0,0,0,0,2
property-crime,New London Police Department,OUTAGAMIE; WAUPACA,WI,Wisconsin,44.393917,-88.746574,0,24,17,20,8,0,1,0,0,0,0,70
violent-crime,New London Police Department,OUTAGAMIE; WAUPACA,WI,Wisconsin,44.393917,-88.746574,0,1,4,4,2,1,0,0,0,0,0,12
property-crime,River Falls Police Department,ST CROIX; PIERCE,WI,Wisconsin,44.858456,-92.62565,1,75,38,46,9,8,4,2,0,0,8,191
violent-crime,River Falls Police Department,ST CROIX; PIERCE,WI,Wisconsin,44.858456,-92.62565,0,8,15,4,2,1,0,0,0,0,3,33
property-crime,Luxemburg Police Department,KEWAUNEE,WI,Wisconsin,44.500949,-87.161813,0,0,1,3,1,0,0,0,0,0,0,5
property-crime,Portage County Sheriff's Office,PORTAGE,WI,Wisconsin,44.52074,-89.58133000000001,2,38,35,47,15,4,2,4,0,0,2,149
violent-crime,Portage County Sheriff's Office,PORTAGE,WI,Wisconsin,44.52074,-89.58133000000001,0,10,13,11,10,3,0,0,0,0,1,48
property-crime,Onalaska Police Department,LA CROSSE,WI,Wisconsin,43.883359999999996,-91.231674,4,90,105,130,48,25,10,1,0,0,3,416
violent-crime,Onalaska Police Department,LA CROSSE,WI,Wisconsin,43.883359999999996,-91.231674,0,4,8,0,3,0,1,0,0,0,1,17
property-crime,Marshall Village Police Department,DANE,WI,Wisconsin,43.067468,-89.417852,0,6,7,0,5,0,0,0,0,0,1,19
violent-crime,Marshall Village Police Department,DANE,WI,Wisconsin,43.067468,-89.417852,0,0,0,2,2,1,1,0,1,0,0,7
property-crime,Campbell Township Police Department,LA CROSSE,WI,Wisconsin,43.858290000000004,-91.2598,0,4,9,5,2,2,4,0,0,0,0,26
violent-crime,Campbell Township Police Department,LA CROSSE,WI,Wisconsin,43.858290000000004,-91.2598,0,0,0,1,1,1,0,0,0,0,0,3
property-crime,Door County Sheriff's Office,DOOR,WI,Wisconsin,45.067811,-87.087936,0,15,10,7,3,3,1,1,0,0,0,40
violent-crime,Door County Sheriff's Office,DOOR,WI,Wisconsin,45.067811,-87.087936,0,0,2,2,1,1,0,0,0,0,0,6
property-crime,Burnett County Sheriff's Office,BURNETT,WI,Wisconsin,45.866878,-92.37574000000001,1,10,67,67,19,16,12,2,0,0,16,210
violent-crime,Burnett County Sheriff's Office,BURNETT,WI,Wisconsin,45.866878,-92.37574000000001,0,5,10,8,5,2,1,1,0,0,0,32
property-crime,New Berlin Police Department,WAUKESHA,WI,Wisconsin,43.019308,-88.30670699999999,0,35,83,56,37,16,3,0,0,0,3,233
violent-crime,New Berlin Police Department,WAUKESHA,WI,Wisconsin,43.019308,-88.30670699999999,0,2,4,2,1,1,1,1,0,0,0,12
property-crime,Stoughton Police Department,DANE,WI,Wisconsin,42.916714,-89.21692,3,29,32,42,12,6,4,0,0,0,0,128
violent-crime,Stoughton Police Department,DANE,WI,Wisconsin,42.916714,-89.21692,0,7,6,6,4,1,0,0,0,0,0,24
property-crime,West Allis Police Department,MILWAUKEE,WI,Wisconsin,43.017652000000005,-87.481549,1,296,450,311,132,88,16,2,0,0,201,1497
violent-crime,West Allis Police Department,MILWAUKEE,WI,Wisconsin,43.017652000000005,-87.481549,1,56,80,63,31,22,1,3,0,0,23,280
property-crime,Lincoln County Sheriff's Office,LINCOLN,WI,Wisconsin,45.181470000000004,-89.68462,0,11,13,15,10,2,1,0,0,0,2,54
violent-crime,Lincoln County Sheriff's Office,LINCOLN,WI,Wisconsin,45.181470000000004,-89.68462,0,9,8,4,6,5,1,0,0,0,0,33
property-crime,Fox Point Police Department,MILWAUKEE,WI,Wisconsin,43.017652000000005,-87.481549,0,5,11,4,2,3,0,0,0,0,0,25
violent-crime,Fox Point Police Department,MILWAUKEE,WI,Wisconsin,43.017652000000005,-87.481549,0,0,1,0,2,2,2,0,0,0,0,7
property-crime,Hayward Police Department,SAWYER,WI,Wisconsin,46.014824,-91.48305,0,36,40,22,15,7,3,1,0,0,1,125
violent-crime,Hayward Police Department,SAWYER,WI,Wisconsin,46.014824,-91.48305,0,1,1,2,0,0,0,0,0,0,0,4
property-crime,Bangor Police Department,LA CROSSE,WI,Wisconsin,43.892067,-90.99046,3,4,3,0,0,0,0,0,0,0,0,10
violent-crime,Bangor Police Department,LA CROSSE,WI,Wisconsin,43.892067,-90.99046,0,0,1,0,0,0,0,0,0,0,0,1
property-crime,Lake Mills Police Department,JEFFERSON,WI,Wisconsin,43.078686,-88.91145,0,3,10,10,2,2,2,0,0,0,2,31
